Source,Headline,URL,Label,result
The-Economic-Times,ET MARKETSPharma & healthcare funds top return chartNifty eyes fresh peak. 5 factors to track this weekTime to book profit in CDSL shares: Anand James,https://economictimes.indiatimes.com//markets,stocks,Hold/No action
The-Economic-Times,Pharma & healthcare funds top return chart,https://economictimes.indiatimes.com/mf/analysis/pharma-amp-healthcare-mutual-funds-rule-return-chart-in-last-week-offer-over-10-return/slideshow/112775891.cms,stocks,Hold/No action
The-Economic-Times,Time to book profit in CDSL shares: Anand James,https://economictimes.indiatimes.com/markets/expert-view/after-25-rally-in-august-time-to-book-profit-in-cdsl-shares-anand-james/articleshow/112775773.cms,stocks,Hold/No action
The-Economic-Times,Women's role to grow India's economy imp: PM,https://economictimes.indiatimes.com/news/newsblogs/india-latest-news-monsoon-delhi-rains-mumbai-sc-kolkata-doctor-rape-murder-case-rahul-gandhi-assembly-elections-us-elections-maharashtra-rape-case-august-25/liveblog/112773608.cms,stocks,Hold/No action
The-Economic-Times,"PM releases Rs 2,500 cr revolving fund for SHGs",https://economictimes.indiatimes.com/news/india/pm-modi-releases-rs-2500-cr-revolving-fund-benefiting-48-lakh-shg-members/articleshow/112777210.cms,stocks,Hold/No action
The-Economic-Times,Not TCS. Not HDFC. 3 stocks that beat all benchmarks and peers in the last 20 years.,https://economictimes.indiatimes.com/prime/money-and-markets/not-tcs-not-hdfc-3-stocks-that-beat-all-benchmarks-and-peers-in-the-last-20-years-/primearticleshow/112634366.cms,stocks,Hold/No action
The-Economic-Times,Some midcap have higher growth potential due to sectoral tailwinds: 4 midcap stocks with upside potential of up to 31%,https://economictimes.indiatimes.com/markets/stocks/news/some-midcap-have-higher-growth-potential-due-to-sectoral-tailwinds-4-midcap-stocks-with-upside-potential-of-up-to-31/articleshow/112780038.cms,stocks,Buy shares of the company
The-Economic-Times,"One ratio which helps in bullish, confusing & 'sectoral bearish times': 4 stocks for long term investors",https://economictimes.indiatimes.com/markets/stocks/news/one-ratio-which-helps-in-bullish-confusing-sectoral-bearish-times-4-stocks-for-long-term-investors/articleshow/112777231.cms,stocks,Buy shares of the company
The-Economic-Times,"Asset light with possible annuity income stream: 5 non IT, services sector stocks with upside potential of up to 31%",https://economictimes.indiatimes.com/markets/stocks/news/asset-light-with-possible-annuity-income-stream-5-non-it-services-sector-stocks-with-upside-potential-of-up-to-31/articleshow/112775972.cms,stocks,Hold/No action
The-Economic-Times,"USFDA pulls up Eugia for mfg lapsesOil giants keep rolling in finesWhy Election Day winner may not be US PrezWhat weapons do Lebanon's Hezbollah have?IndiGo to launch 'Mx' option for bookingIndia and Oz set for next CECA talks in NovHow JD Vance found his way to church'Revoke 18% GST on health & life insurance'Putin played on Trump's ego, top adviser saysIndia clarifies stance on Russia oil tradeWomen pull out all stops to get 'board-ready'Unified Pension Scheme: All key points CBI raids ex-RG Kar principal's premisesDelhi is drowning in trash, silt and a feudA big NASA decision adds to Boeing's woesWhy Telugu cuisine needs an ambassadorWho is Pavel Durov, CEO of Telegram?'Private philanthropy must step up'US: Fed's actions loud in inflation fightChevron to invest Rs 8,300 cr in K'takaGovt cuts rates on exports of gold, silverZydus buys 50% stake in Sterling BiotechIndian telcos aim for 10% share in 6G patentsYacht sinking: Manslaughter probe openedTop IT execs playing financial musical chairsMumbai helicopter crashes in PuneTightrope: After Putin, Modi hugs ZelenskyyIndia's health insurance sector has a challengeIndians eye EU in off season; visas delayedBank alerts might be disrupted next monthTrump struggles to keep spotlight in poll warWhy 7-Eleven is a national treasure in JapanZydus to buy 50% stake in Sterling BiotechThe painkiller used for just about anything₹3,000 cr GST breather for foreign shippersMore from Top News »",https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/usfda-pulls-up-eugia-for-manufacturing-lapses-data-accuracy-at-hyderabad-plant/articleshow/112778629.cms,stocks,Buy shares of the company
The-Economic-Times,US: Fed's actions loud in inflation fight,https://economictimes.indiatimes.com/news/international/world-news/feds-actions-spoke-louder-than-words-in-inflation-fight-research-shows/articleshow/112767763.cms,stocks,Hold/No action
The-Economic-Times,"Chevron to invest Rs 8,300 cr in K'taka",https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/chevron-to-invest-rs-8300-crore-in-karnataka-minister-patil/articleshow/112767314.cms,stocks,Buy shares of the company
The-Economic-Times,Zydus buys 50% stake in Sterling Biotech,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/zydus-lifesciences-acquires-50-stake-in-sterling-biotech/articleshow/112766688.cms,stocks,Buy shares of the company
The-Economic-Times,Zydus to buy 50% stake in Sterling Biotech,https://economictimes.indiatimes.com/industry/healthcare/biotech/zydus-lifesciences-to-acquire-50-pc-stake-in-sterling-biotech-from-perfect-day/articleshow/112758307.cms,stocks,Buy shares of the company
The-Economic-Times,"Telangana Cyber Security Bureau arrests two persons for Rs 175 crore fraud using 'mule accounts'Strong client interest on GenAI; don't foresee layoffs within Infosys from new-age tech: CEO Salil Parekh10 Best Selfie Stick Tripods for Picture-Perfect PhotographyFatima Sana named Pakistan skipper for Women's T20 World CupWhat is Hezbollah, the Lebanese group trading fire with Israel?Chirag Paswan re-elected as Lok Janshakti Party (Ram Vilas) chief for 5 yearsNorth American Punjabi Association condemns attack on NRI in AmritsarSome midcap have higher growth potential due to sectoral tailwinds: 4 midcap stocks with upside potential of up to 31%Delhi Minister Atishi claims DJB budget shortages are part of a conspiracyBitcoin struggles to match global market recovery trendsDanfoss India confident of doubling sales by 2025, company president saysNacer Zorgani, voice of Olympic boxing, now targets Paralympic glory as judokaMeet Tanvi Patri: The Sindhu-like talent with Olympic medal potentialWhat is Islamic State, the group implicated in Germany stabbing? Check history, new tactics, and strength in Africa and Middle EastCBI raids RG Kar Medical College in financial irregularities caseMore from Latest News »",https://economictimes.indiatimes.com/news/india/telangana-cyber-security-bureau-arrests-two-persons-for-rs-175-crore-fraud-using-mule-accounts/articleshow/112780580.cms,stocks,Buy shares of the company
The-Economic-Times,10 Best Selfie Stick Tripods for Picture-Perfect Photography,https://economictimes.indiatimes.com/top-trending-products/electronics/accessories/best-selfie-stick-tripods-for-picture-perfect-photography/articleshow/112780049.cms,stocks,Hold/No action
The-Economic-Times,"What is Hezbollah, the Lebanese group trading fire with Israel?",https://economictimes.indiatimes.com/news/defence/what-is-hezbollah-the-lebanese-group-trading-fire-with-israel/articleshow/112780288.cms,stocks,Hold/No action
The-Economic-Times,Some midcap have higher growth potential due to sectoral tailwinds: 4 midcap stocks with upside potential of up to 31%,https://economictimes.indiatimes.com/markets/stocks/news/some-midcap-have-higher-growth-potential-due-to-sectoral-tailwinds-4-midcap-stocks-with-upside-potential-of-up-to-31/articleshow/112780038.cms,stocks,Buy shares of the company
The-Economic-Times,Bitcoin struggles to match global market recovery trends,https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-struggles-to-match-global-market-recovery-trends/articleshow/112780089.cms,stocks,Hold/No action
The-Economic-Times,"'Stree 2' box office collections cross Rs 500 crore-mark worldwideThe Hindi horror comedy 'Stree 2', featuring Rajkummar Rao and Shraddha Kapoor, grossed over Rs 500 crore globally, according to its creator...Candytoy expects Rs 450 cr turnover by FY26, to divest 10 pc stake at Rs 900-cr valuationCandytoy Corporate, the maker of candy toys for major brands, planned to hit a Rs 450 crore turnover by the next fiscal. To achieve this, th...USFDA pulls up Eugia for manufacturing lapses, data accuracy at Hyderabad plantThe US Food and Drug Administration (USFDA) has issued a warning letter to Eugia Pharma Specialities, a subsidiary of Aurobindo Pharma, citi...ONGC opens well in KG field to raise oil productionONGC has started production from its fifth oil well in the Krishna Godavari basin, enhancing crude oil and natural gas output. This expansio...Oil giants keep rolling in fines: IOC, BPCL & others hit for missing board norms for fifth consecutive quarter​​ Stock exchanges BSE and NSE have slapped fines on oil refining and fuel marketing giants Indian Oil Corporation (IOC), Hindustan Petroleu...Second edition of ET Infra ‘Global Ports & Shipping Summit’ to explore the road ahead for Maritime Amrit Kaal Vision 2047The second edition of the summit will be held on 26th September in Mumbai and will see participation from top echelons of the government, pu...",https://economictimes.indiatimes.com/industry/media/entertainment/stree-2-box-office-collections-cross-rs-500-crore-mark-worldwide/articleshow/112778879.cms,stocks,Sell shares of the company
The-Economic-Times,Bitcoin struggles to match global market recovery trends,https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-struggles-to-match-global-market-recovery-trends/articleshow/112780089.cms,stocks,Hold/No action
The-Economic-Times,"Solana takes over Ethereum, what's next for investors? Anush Jafer...",https://economictimes.indiatimes.com/markets/cryptocurrency/solana-takes-over-ethereum-whats-next-for-investors-anush-jafer-explain/articleshow/112734589.cms,stocks,Buy shares of the company
The-Economic-Times,Crypto market insights: Effective strategies for volatile conditio...,https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-market-insights-effective-strategies-for-volatile-conditions/articleshow/112564285.cms,stocks,Hold/No action
The-Economic-Times,More hedge funds buy Bitcoin ETFs on institutional demand,https://economictimes.indiatimes.com/markets/cryptocurrency/more-hedge-funds-buy-bitcoin-etfs-on-institutional-demand/articleshow/112554743.cms,stocks,Buy shares of the company
The-Economic-Times,"WazirX ends custody deal with Liminal, begins migration of funds t...",https://economictimes.indiatimes.com/markets/cryptocurrency/wazirx-ends-custody-deal-with-liminal-begins-migration-of-funds-to-new-wallets-after-230-million-hack/articleshow/112527520.cms,stocks,Hold/No action
The-Economic-Times,Crypto Gems: Top Crypto Assets To Watch & Buy in August 2024,https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-gems-top-crypto-assets-to-watch-buy-in-august-2024/articleshow/112440281.cms,stocks,Buy shares of the company
The-Economic-Times,Will Indian investors become impacted if the US became the world’s...,https://economictimes.indiatimes.com/markets/cryptocurrency/will-indian-investors-become-impacted-if-the-us-became-the-worlds-bitcoin-superpower/articleshow/112418588.cms,stocks,Buy shares of the company
The-Economic-Times,"Mission Boardroom: Women Take New Course of ActionBreaking into India Inc’s predominantly male-dominated corporate boards remains a challenging task for a woman first-timer, but a growing number of such senior professionals are signing up for programmes to better their prospects.India may Host C Asia Foreign Mins Next WeekIndia is expected to host foreign ministers of all five Central Asian countries together for the first time on August 28-29, taking forward its engagement with the region weeks after external affairs minister S Jaishankar represented the country at the Shanghai Cooperation Organisation (SCO) summit in Kazakhstan.Off the Field, Cricketers Start Up New GameMS Dhoni has acquired a stake in IPO-bound jewellery maker Bluestone, while venture fund Peak XV Partners is set to back star batsman Sachin Tendulkar’s sports shoe startup, said people briefed on the matter. According to filings, former cricketer Yuvraj Singh has taken a stake in sports athleisure firm Agilitas Sports, founded by Abhishek Ganguly, who was managing director of Puma India.",https://economictimes.indiatimes.com/epaper/delhicapital/2024/aug/25/sunet-front/women-representation-on-corporate-boards-in-india/articleshow/112770493.cms,stocks,Buy shares of the company
The-Economic-Times,"Cities around the world with the most happening nightlifeReduce long visa wait time in India: Indian travel industry to the USAt a recent tourism and hospitality summit, long visa wait times and limited direct flight options were identified as major obstacles to travel between India and the US. Despite a reduction from a peak of 999 days, wait times for US visitor visas still exceed a year in India. The travel industry has called for further reductions in these delays. Republican-led states sue Biden Administration for immigration plan to help spouses who are in the US illegallySixteen Republican-led states, led by Texas, sued the Biden administration over a new immigration program. The lawsuit argued that the program exceeds executive authority, while the White House called it politically motivated. The program aims to grant legal status to undocumented spouses of U.S. citizens and promote family unity.",https://economictimes.indiatimes.com/nri/visit/worlds-top-10-cities-for-nightlife-world-tour-foreign-trip/slideshow/112778890.cms,stocks,Hold/No action
The-Economic-Times,"Best Laptops under 40,000- Multitasking, Powerful and Affordable options",https://economictimes.indiatimes.com/top-trending-products/electronics/laptops/best-laptops-under-your-budget-with-cutting-edge-technology-and-on-point-performance/articleshow/111347723.cms,stocks,Hold/No action
The-Economic-Times,"Best Laptops under 40,000- Multitasking, Powerful and Affordable options",https://economictimes.indiatimes.com/top-trending-products/electronics/laptops/best-laptops-under-your-budget-with-cutting-edge-technology-and-on-point-performance/articleshow/111293742.cms,stocks,Hold/No action
The-Economic-Times,12 Best-Selling Washing Machines in 2024: Effortless Laundry with the Top-Selling Washing Wonders,https://economictimes.indiatimes.com/top-trending-products/major-appliances/washing-machine/best-selling-washing-machines-get-effortless-laundry-with-the-top-selling-washers/articleshow/104134992.cms,stocks,Sell shares of the company
The-Economic-Times,Best Selling Mini Refrigerators Under 15000 in India in 2024,https://economictimes.indiatimes.com/top-trending-products/major-appliances/refrigerators/best-selling-mini-refrigerators-under-15000-in-india-in-2024/articleshow/109012424.cms,stocks,Sell shares of the company
The-Economic-Times,10 Best Selling Haier Refrigerators in India in 2024,https://economictimes.indiatimes.com/top-trending-products/major-appliances/refrigerators/major-appliances/refrigerators/best-selling-haier-refrigerators-to-meet-your-summer-needs/articleshow/109255814.cms,stocks,Sell shares of the company
The-Economic-Times,DA hike soonCredit cards with lounge accessInvestment options for seniorsTax clearance certificate,https://economictimes.indiatimes.com/wealth/save/da-calculation-3-da-hike-likely-for-central-govt-employees-pensioners-from-july-2024-how-much-will-salary-increase-when-will-you-get-it/articleshow/112562120.cms,stocks,Buy shares of the company
The-Economic-Times,Small cap fundsWhiteOak Capital Mutual FundMirae Asset Mutual FundStaggered investment,https://economictimes.indiatimes.com/mf/analysis/small-cap-funds-broaden-their-stock-holdings-to-spread-risk/articleshow/104297205.cms,stocks,Buy shares of the company
The-Economic-Times,Mutual funds equity portfolioKotak Multi Asset Allocation FundSensexNifty,https://economictimes.indiatimes.com/mf/analysis/mutual-funds-equity-portfolio-value-surges/articleshow/104271609.cms,stocks,Hold/No action
The-Economic-Times,Navi Mutual FundEdelweiss Multi Cap Fund,https://economictimes.indiatimes.com/mf/mf-news/navi-mutual-fund-files-draft-for-nifty-it-index-fund/articleshow/104125381.cms,stocks,Hold/No action
The-Economic-Times,"Unlock The Future of Trading with Sujit Modi, CIO of Share.Market",https://www.youtube.com/watch?v=sd30SGUrrbA,stocks,Hold/No action
The-Economic-Times,Empowering every investor: How factor analysis can supercharge your portfolio,https://economictimes.indiatimes.com/wealth/invest/empowering-every-investor-how-factor-analysis-can-supercharge-your-portfolio/articleshow/112519473.cms,stocks,Buy shares of the company
The-Economic-Times,FD interest rate up to 7.55%: Banks offering best 3-year FD rates,https://economictimes.indiatimes.com//wealth/web-stories/fd-interest-rate-up-to-7-55-banks-offering-best-3-year-fd-rates/slideshow/112761272.cms,stocks,Hold/No action
The-Economic-Times,"Gainers & Losers: Ola Electric, RailTel among 7 stocks in limelight on Friday",https://economictimes.indiatimes.com//markets/stocks/news/gainers-losers-ola-electric-railtel-among-7-stocks-in-limelight-on-friday/slideshow/112737798.cms,stocks,Hold/No action
The-Economic-Times,These 5 F&O stocks saw a high increase in futures open interest,https://economictimes.indiatimes.com//markets/web-stories/these-5-fo-stocks-saw-a-high-increase-in-futures-open-interest/slideshow/112727569.cms,stocks,Hold/No action
The-Economic-Times,HDFC Bank among 4 stocks showing RSI trending up,https://economictimes.indiatimes.com//markets/web-stories/hdfc-bank-among-4-stocks-showing-rsi-trending-up/slideshow/112727420.cms,stocks,Hold/No action
The-Economic-Times,Adani Wilmar and 2 other stocks close below VWAP,https://economictimes.indiatimes.com//markets/web-stories/adani-wilmar-and-2-other-stocks-close-below-vwap/slideshow/112727348.cms,stocks,Hold/No action
The-Economic-Times,Capri Global Capital and 2 other stocks closed above VWAP,https://economictimes.indiatimes.com//markets/web-stories/capri-global-capital-and-2-other-stocks-closed-above-vwap/slideshow/112727170.cms,stocks,Hold/No action
The-Economic-Times,Positive Breakout: These 8 stocks closed above their 200 DMAs,https://economictimes.indiatimes.com//markets/web-stories/positive-breakout-these-8-stocks-closed-above-their-200-dmas/slideshow/112726357.cms,stocks,Hold/No action
The-Economic-Times,At multi-year highs: These 5 stocks witness 5-year swing high breakout,https://economictimes.indiatimes.com//markets/web-stories/at-multi-year-highs-these-5-stocks-witness-5-year-swing-high-breakout/slideshow/112725814.cms,stocks,Hold/No action
The-Economic-Times,Are Indian investors really shifting from bank FDs to mutual funds?,https://economictimes.indiatimes.com/wealth/invest/are-indian-investors-really-shifting-from-bank-fds-to-mutual-funds-heres-what-granger-and-cointegration-regression-tests-reveal/bank-fds-vs-mutual-funds-debate/slideshow/112757615.cms,stocks,Buy shares of the company
The-Economic-Times,Why Sebi banned Anil Ambani from the securities market for 5 years?,https://economictimes.indiatimes.com/news/how-to/why-sebi-banned-anil-ambani-from-the-securities-market-for-5-years/articleshow/112732040.cms,stocks,Hold/No action
The-Economic-Times,"Centre approves Unified Pension Scheme, providing assured family and minimum pension; here's all you need to knowSebi bans Anil Ambani, 24 other entities from securities market for 5 yearsCouple's intimacy in Noida mortuary sparks inquiry and arrestsMaharashtra Bandh August 24: Schools, colleges, offices, banks, markets closed? Here's what's closed what's openUnion Home Minister Amit Shah receives Rs 19.08 crore dividend of Repco BankFrom importer to exporter, India’s defence exports jump 30-fold: Guess who's buyingWhen a poor blind priest declined Sudha Murty's Rs 20,000 help. His reply will move youMore  »",https://economictimes.indiatimes.com/news/india/centre-approves-unified-pension-scheme/articleshow/112766803.cms,stocks,Buy shares of the company
The-Economic-Times,"Sebi bans Anil Ambani, 24 other entities from securities market for 5 years",https://economictimes.indiatimes.com/markets/stocks/news/sebi-bans-anil-ambani-24-other-entities-from-securities-market-for-5-years/articleshow/112729215.cms,stocks,Hold/No action
The-Economic-Times,"Maharashtra Bandh August 24: Schools, colleges, offices, banks, markets closed? Here's what's closed what's open",https://economictimes.indiatimes.com/news/mumbai-news/maharashtra-bandh-2024-schools-colleges-offices-banks-markets-closed-heres-whats-closed-whats-open-on-august-24/articleshow/112732758.cms,stocks,Hold/No action
The-Economic-Times,Union Home Minister Amit Shah receives Rs 19.08 crore dividend of Repco Bank,https://economictimes.indiatimes.com/markets/stocks/news/home-minister-amit-shah-receives-rs-19-08-crore-dividend-of-repco-bank/articleshow/112718459.cms,stocks,Hold/No action
The-Economic-Times,"From importer to exporter, India’s defence exports jump 30-fold: Guess who's buying",https://economictimes.indiatimes.com/news/defence/from-importer-to-exporter-indias-defence-exports-jump-30-fold-guess-whos-buying/articleshow/112707581.cms,stocks,Buy shares of the company
The-Economic-Times,Doctor Doom Robert Downey Jr.Bharat Bandh News Live UpdatesOrient Technologies IPONucleus Software Share Price,https://m.economictimes.com/news/new-updates/robert-downey-jr-confirms-return-to-marvel-as-doctor-doom-reveals-how-chat-with-disney-and-marvel-bosses-led-to-role/articleshow/112678251.cms,stocks,Hold/No action
